seq	kingdom	phylum	class	order	family	genus	species
seq_1571	1.00	0.97	0.72	0.24	0.24	0.24	0.07
seq_0734	1.00	0.46	0.28	0.12	0.02	0.02	0.02
seq_0773	0	NA	NA	NA	NA	NA	NA
seq_1072	1.00	0.59	0.02	0.02	0.02	0.02	0.02
seq_2724	0	NA	NA	NA	NA	NA	NA
seq_0806	1.00	0.54	0.54	0.20	0.09	0.09	0.04
seq_1106	1.00	1.00	1.00	1.00	0.97	0.95	0.14
seq_2725	1.00	0.48	0.48	0.24	0.12	0.12	0.02
seq_0737	1.00	0.36	0.16	0.04	0.01	0.01	0.01
seq_1298	1.00	0.73	0.73	0.27	0.04	0.04	0.04
seq_2727	1.00	1.00	0.15	0.10	0.10	0.10	0.10
seq_1603	1.00	0.79	0.79	0.40	0.16	0.16	0.14
seq_2843	1.00	0.61	0.45	0.10	0.03	0.01	0.01
seq_0788	1.00	0.74	0.28	0.06	0.06	0.06	0.04
seq_0743	1.00	0.91	0.61	0.36	0.18	0.01	0.01
seq_1387	0	NA	NA	NA	NA	NA	NA
seq_1789	1.00	0.52	0.52	0.21	0.09	0.09	0.04
seq_0746	1.00	0.22	0.12	0.07	0.07	0.03	0.01
seq_1510	1.00	0.99	0.62	0.62	0.62	0.62	0.62
seq_0978	1.00	0.99	0.15	0.02	0.02	0.01	0.01
seq_0790	1.00	0.80	0.54	0.54	0.54	0.54	0.54
seq_0811	1.00	0.52	0.52	0.27	0.06	0.06	0.04
seq_2738	1.00	0.81	0.42	0.37	0.07	0.02	0.02
seq_2735	1.00	0.69	0.05	0.04	0.01	0.01	0.01
seq_2737	1.00	1.00	1.00	1.00	1.00	0.98	0.78
seq_2739	1.00	1.00	0.37	0.15	0.15	0.15	0.15
seq_1225	1.00	0.79	0.77	0.35	0.05	0.01	0.01
seq_2740	1.00	0.05	0.05	0.03	0.03	0.03	0.03
seq_2781	1.00	1.00	0.96	0.90	0.82	0.55	0.55
seq_0752	1.00	0.42	0.42	0.42	0.34	0.34	0.34
seq_0949	1.00	0.65	0.65	0.33	0.06	0.06	0.04
seq_0916	1.00	0.89	0.48	0.40	0.40	0.40	0.40
seq_0755	1.00	0.39	0.20	0.20	0.16	0.16	0.16
seq_2748	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_2742	1.00	0.91	0.75	0.75	0.75	0.75	0.75
seq_2745	1.00	0.87	0.76	0.64	0.26	0.26	0.26
seq_2746	1.00	0.94	0.41	0.20	0.20	0.20	0.20
seq_0798	1.00	0.99	0.99	0.98	0.98	0.98	0.69
seq_0756	1.00	0.76	0.76	0.15	0.14	0.07	0.03
seq_1333	1.00	0.51	0.51	0.07	0.07	0.03	0.02
seq_0889	1.00	0.61	0.61	0.58	0.56	0.56	0.39
seq_2751	1.00	0.87	0.24	0.06	0.01	0.01	0.01
seq_0762	1.00	0.95	0.82	0.82	0.82	0.82	0.82
seq_2752	1.00	0.98	0.34	0.13	0.13	0.06	0.06
seq_1171	1.00	0.98	0.03	0.02	0.02	0.02	0.02
seq_2754	1.00	0.68	0.53	0.25	0.05	0.01	0.01
seq_0766	1.00	0.83	0.65	0.63	0.13	0.03	0.03
seq_1218	0	NA	NA	NA	NA	NA	NA
seq_1768	1.00	0.59	0.59	0.37	0.23	0.23	0.05
seq_2756	1.00	0.40	0.39	0.03	0.03	0.02	0.02
seq_2761	1.00	0.99	0.15	0.12	0.12	0.12	0.12
seq_1229	1.00	0.09	0.06	0.03	0.03	0.03	0.03
seq_2763	1.00	0.97	0.41	0.14	0.14	0.14	0.02
seq_2948	1.00	0.99	0.63	0.45	0.30	0.30	0.30
seq_1354	1.00	1.00	0.94	0.25	0.15	0.15	0.08
seq_0919	1.00	0.54	0.42	0.18	0.17	0.12	0.03
seq_1060	1.00	0.79	0.79	0.46	0.09	0.09	0.03
seq_2766	1.00	0.99	0.17	0.07	0.01	0.01	0.01
seq_2765	1.00	1.00	0.72	0.68	0.52	0.22	0.14
seq_1335	1.00	1.00	0.89	0.36	0.04	0.04	0.04
seq_0976	1.00	1.00	1.00	1.00	1.00	1.00	0.22
seq_0733	0	NA	NA	NA	NA	NA	NA
seq_1638	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0855	1.00	0.81	0.58	0.33	0.04	0.04	0.03
seq_1662	1.00	0.57	0.57	0.02	0.01	0.01	0.01
seq_0885	1.00	0.50	0.04	0.04	0.04	0.01	0.01
seq_3061	1.00	0.87	0.69	0.14	0.11	0.11	0.11
seq_1502	1.00	1.00	0.68	0.26	0.26	0.26	0.02
seq_0912	1.00	1.00	0.98	0.57	0.53	0.53	0.46
seq_1028	1.00	1.00	1.00	1.00	1.00	0.98	0.91
seq_2773	1.00	0.97	0.45	0.13	0.13	0.11	0.11
seq_1272	1.00	0.40	0.19	0.08	0.02	0.02	0.02
seq_0835	0	NA	NA	NA	NA	NA	NA
seq_0785	1.00	0.97	0.90	0.62	0.17	0.09	0.09
seq_2777	1.00	0.99	0.59	0.17	0.17	0.17	0.05
seq_1041	1.00	0.51	0.51	0.11	0.09	0.09	0.09
seq_0772	1.00	0.85	0.47	0.28	0.28	0.28	0.28
seq_2778	1.00	0.76	0.57	0.09	0.09	0.02	0.02
seq_1073	1.00	0.94	0.73	0.23	0.23	0.23	0.06
seq_2779	1.00	0.41	0.23	0.23	0.23	0.23	0.23
seq_1248	1.00	0.77	0.56	0.38	0.03	0.03	0.03
seq_0951	1.00	1.00	0.52	0.49	0.49	0.49	0.49
seq_2780	1.00	0.05	0.02	0.02	0.02	0.01	0.01
seq_1692	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1988	1.00	0.89	0.89	0.61	0.16	0.16	0.04
seq_0865	1.00	0.94	0.51	0.40	0.30	0.12	0.12
seq_2783	1.00	0.95	0.95	0.77	0.39	0.29	0.10
seq_1798	1.00	0.99	0.40	0.22	0.18	0.18	0.18
seq_2785	1.00	0.88	0.24	0.16	0.16	0.16	0.16
seq_3167	1.00	0.98	0.96	0.93	0.74	0.74	0.74
seq_0796	1.00	1.00	0.54	0.19	0.19	0.19	0.19
seq_2786	1.00	1.00	1.00	1.00	0.97	0.95	0.24
seq_1513	1.00	0.98	0.13	0.08	0.08	0.03	0.03
seq_2796	1.00	0.87	0.12	0.08	0.06	0.04	0.04
seq_2790	1.00	0.06	0.02	0.02	0.01	0.01	0.01
seq_2791	1.00	0.65	0.15	0.10	0.03	0.01	0.01
seq_0841	1.00	1.00	1.00	0.99	0.99	0.96	0.69
seq_3200	1.00	1.00	0.13	0.05	0.05	0.05	0.01
seq_2793	1.00	0.51	0.50	0.09	0.08	0.08	0.08
seq_0804	0	NA	NA	NA	NA	NA	NA
seq_1180	1.00	0.98	0.93	0.62	0.62	0.62	0.42
seq_2815	1.00	0.76	0.58	0.31	0.14	0.06	0.06
seq_2798	1.00	0.91	0.47	0.29	0.29	0.29	0.20
seq_1707	1.00	0.93	0.93	0.56	0.05	0.05	0.05
seq_2797	1.00	0.94	0.65	0.53	0.23	0.05	0.01
seq_1141	1.00	0.93	0.93	0.80	0.07	0.02	0.02
seq_2799	1.00	0.82	0.38	0.33	0.29	0.29	0.29
seq_1361	1.00	0.87	0.73	0.52	0.17	0.04	0.04
seq_1842	1.00	0.07	0.06	0.04	0.03	0.01	0.01
seq_2803	1.00	0.99	0.56	0.45	0.45	0.44	0.44
seq_2802	1.00	0.88	0.09	0.09	0.09	0.09	0.01
seq_0814	0	NA	NA	NA	NA	NA	NA
seq_0797	1.00	0.96	0.42	0.27	0.03	0.03	0.01
seq_1039	1.00	0.98	0.81	0.30	0.18	0.18	0.13
seq_1279	1.00	0.56	0.56	0.35	0.35	0.35	0.35
seq_0854	1.00	0.98	0.83	0.80	0.80	0.80	0.80
seq_2805	1.00	0.69	0.15	0.07	0.07	0.07	0.04
seq_2807	1.00	0.50	0.50	0.21	0.02	0.02	0.02
seq_2806	1.00	0.97	0.87	0.83	0.39	0.27	0.16
seq_0820	1.00	0.11	0.11	0.07	0.02	0.02	0.02
seq_0719	1.00	0.09	0.09	0.09	0.04	0.04	0.04
seq_0821	1.00	0.62	0.62	0.26	0.01	0.01	0.01
seq_0994	1.00	0.59	0.56	0.19	0.01	0.01	0.01
seq_1008	1.00	0.37	0.37	0.11	0.11	0.11	0.11
seq_2811	1.00	0.97	0.23	0.11	0.11	0.11	0.05
seq_2810	1.00	1.00	0.98	0.47	0.22	0.22	0.05
seq_0862	1.00	0.88	0.45	0.11	0.08	0.05	0.02
seq_2813	1.00	0.91	0.29	0.22	0.08	0.07	0.07
seq_0882	1.00	0.88	0.70	0.15	0.15	0.11	0.01
seq_2823	1.00	0.95	0.33	0.30	0.06	0.03	0.01
seq_1596	1.00	0.85	0.10	0.02	0.02	0.02	0.02
seq_2903	1.00	1.00	0.83	0.83	0.83	0.83	0.83
seq_0494	1.00	1.00	0.85	0.34	0.34	0.34	0.11
seq_2817	1.00	0.87	0.38	0.27	0.13	0.13	0.10
seq_1704	1.00	0.92	0.20	0.18	0.16	0.11	0.04
seq_0993	1.00	0.09	0.08	0.08	0.08	0.08	0.03
seq_0831	1.00	0.93	0.93	0.58	0.29	0.29	0.17
seq_0847	1.00	0.93	0.24	0.16	0.16	0.16	0.16
seq_0867	1.00	0.40	0.40	0.40	0.40	0.13	0.13
seq_2818	1.00	0.75	0.75	0.30	0.12	0.12	0.12
seq_1020	0	NA	NA	NA	NA	NA	NA
seq_1802	1.00	0.93	0.32	0.26	0.26	0.08	0.08
seq_2997	1.00	0.31	0.28	0.01	0.01	0.01	0.01
seq_0846	1.00	0.85	0.40	0.30	0.24	0.04	0.02
seq_1079	1.00	0.95	0.45	0.04	0.04	0.04	0.03
seq_0578	0	NA	NA	NA	NA	NA	NA
seq_1434	1.00	0.81	0.29	0.02	0.02	0.02	0.02
seq_1757	1.00	0.92	0.10	0.09	0.09	0.09	0.09
seq_0843	1.00	0.91	0.17	0.04	0.04	0.04	0.02
seq_0844	1.00	0.03	0.03	0.03	0.03	0.02	0.02
seq_0849	0	NA	NA	NA	NA	NA	NA
seq_1036	1.00	0.95	0.59	0.41	0.33	0.30	0.30
seq_3037	1.00	0.95	0.77	0.16	0.16	0.16	0.10
seq_1295	1.00	0.99	0.99	0.97	0.84	0.83	0.63
seq_2836	0	NA	NA	NA	NA	NA	NA
seq_0700	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_2833	1.00	0.74	0.18	0.05	0.05	0.05	0.05
seq_2831	1.00	0.28	0.22	0.07	0.01	0.01	0.01
seq_2839	1.00	0.84	0.26	0.20	0.20	0.17	0.17
seq_2841	1.00	1.00	1.00	1.00	1.00	1.00	0.19
seq_2840	1.00	0.70	0.15	0.06	0.06	0.06	0.06
seq_0884	1.00	0.99	0.30	0.21	0.12	0.12	0.12
seq_3100	1.00	0.34	0.21	0.13	0.13	0.05	0.05
seq_1921	1.00	0.72	0.70	0.14	0.05	0.03	0.03
seq_2842	1.00	1.00	0.42	0.41	0.39	0.29	0.23
seq_2892	1.00	0.18	0.17	0.06	0.06	0.04	0.03
seq_0816	1.00	0.65	0.39	0.05	0.01	0.01	0.01
seq_1616	1.00	0.84	0.27	0.08	0.06	0.06	0.06
seq_1755	1.00	1.00	1.00	1.00	1.00	0.98	0.94
seq_3231	1.00	1.00	0.70	0.43	0.34	0.34	0.27
seq_1190	1.00	0.89	0.37	0.18	0.18	0.18	0.09
seq_0880	1.00	0.98	0.33	0.21	0.13	0.05	0.05
seq_2846	1.00	1.00	1.00	1.00	1.00	1.00	0.68
seq_0988	1.00	0.75	0.75	0.03	0.03	0.03	0.03
seq_1389	1.00	0.67	0.50	0.04	0.02	0.02	0.02
seq_0924	1.00	0.92	0.18	0.04	0.04	0.04	0.01
seq_2848	0	NA	NA	NA	NA	NA	NA
seq_2852	1.00	0.96	0.92	0.15	0.15	0.15	0.15
seq_2850	1.00	0.57	0.57	0.28	0.01	0.01	0.01
seq_1069	1.00	1.00	0.74	0.56	0.31	0.31	0.09
seq_0870	1.00	0.51	0.51	0.05	0.04	0.02	0.02
seq_2084	1.00	1.00	0.77	0.17	0.17	0.17	0.15
seq_2854	1.00	0.51	0.51	0.09	0.09	0.08	0.02
seq_0894	1.00	1.00	0.82	0.39	0.13	0.13	0.13
seq_0961	1.00	0.13	0.05	0.05	0.05	0.04	0.04
seq_0873	0	NA	NA	NA	NA	NA	NA
seq_2855	1.00	0.86	0.38	0.12	0.01	0.01	0.01
seq_1700	1.00	1.00	0.98	0.33	0.33	0.33	0.13
seq_1437	1.00	0.90	0.48	0.30	0.11	0.11	0.11
seq_1176	1.00	1.00	0.96	0.32	0.32	0.32	0.01
seq_2859	1.00	1.00	0.91	0.14	0.14	0.14	0.02
seq_1653	1.00	1.00	1.00	1.00	1.00	0.13	0.11
seq_2928	1.00	1.00	1.00	1.00	1.00	1.00	0.88
seq_0877	0	NA	NA	NA	NA	NA	NA
seq_0730	0	NA	NA	NA	NA	NA	NA
seq_0864	1.00	0.51	0.39	0.22	0.06	0.01	0.01
seq_1201	1.00	0.96	0.76	0.72	0.41	0.12	0.10
seq_0896	1.00	0.07	0.03	0.03	0.03	0.03	0.01
seq_2861	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1894	1.00	0.86	0.83	0.57	0.12	0.12	0.06
seq_2863	1.00	0.86	0.73	0.69	0.26	0.19	0.11
seq_2864	1.00	0.80	0.50	0.11	0.11	0.05	0.01
seq_2865	1.00	1.00	0.99	0.83	0.73	0.70	0.60
seq_1163	1.00	0.91	0.51	0.22	0.09	0.09	0.09
seq_1025	1.00	0.62	0.24	0.03	0.01	0.01	0.01
seq_0906	1.00	0.54	0.44	0.12	0.07	0.02	0.02
seq_2867	1.00	0.96	0.96	0.86	0.62	0.29	0.29
seq_1997	1.00	0.73	0.73	0.38	0.09	0.09	0.09
seq_1648	1.00	0.24	0.12	0.12	0.12	0.12	0.08
seq_2869	1.00	1.00	1.00	1.00	1.00	1.00	0.88
seq_1266	0	NA	NA	NA	NA	NA	NA
seq_1021	1.00	0.97	0.42	0.29	0.25	0.23	0.23
seq_1257	1.00	0.98	0.55	0.12	0.04	0.04	0.04
seq_3147	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_2872	1.00	1.00	0.79	0.32	0.32	0.32	0.32
seq_1973	1.00	0.27	0.27	0.03	0.02	0.02	0.02
seq_2989	1.00	0.81	0.12	0.03	0.02	0.02	0.01
seq_1100	1.00	0.04	0.04	0.01	0.01	0.01	0.01
seq_2874	1.00	0.46	0.38	0.13	0.01	0.01	0.01
seq_2873	1.00	0.99	0.92	0.87	0.73	0.73	0.50
seq_3426	1.00	0.95	0.88	0.54	0.03	0.03	0.03
seq_1384	1.00	0.45	0.37	0.16	0.02	0.02	0.02
seq_2875	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_2877	1.00	0.77	0.11	0.09	0.09	0.09	0.09
seq_0750	1.00	1.00	0.54	0.37	0.37	0.37	0.25
seq_0895	1.00	1.00	0.85	0.38	0.38	0.38	0.10
seq_1306	1.00	0.86	0.14	0.12	0.12	0.10	0.09
seq_2881	1.00	0.93	0.26	0.05	0.05	0.04	0.04
seq_0989	1.00	1.00	0.99	0.37	0.37	0.37	0.03
seq_2004	1.00	0.91	0.91	0.65	0.06	0.06	0.01
seq_2884	1.00	0.92	0.56	0.46	0.08	0.05	0.02
seq_3038	0	NA	NA	NA	NA	NA	NA
seq_1793	0	NA	NA	NA	NA	NA	NA
seq_2885	1.00	0.87	0.20	0.11	0.11	0.11	0.11
seq_1015	1.00	1.00	1.00	0.92	0.60	0.60	0.60
seq_1119	1.00	0.96	0.31	0.11	0.09	0.09	0.09
seq_1084	1.00	0.88	0.67	0.67	0.67	0.67	0.67
seq_0903	1.00	0.55	0.21	0.21	0.21	0.21	0.03
seq_2887	1.00	0.96	0.96	0.90	0.66	0.63	0.25
seq_2889	1.00	0.27	0.24	0.06	0.03	0.02	0.02
seq_2893	0	NA	NA	NA	NA	NA	NA
seq_2894	1.00	0.99	0.93	0.09	0.09	0.09	0.08
seq_1425	1.00	0.07	0.06	0.01	0.01	0.01	0.01
seq_2895	1.00	0.79	0.30	0.10	0.09	0.04	0.04
seq_0914	1.00	0.24	0.24	0.03	0.03	0.03	0.03
seq_1449	1.00	0.25	0.12	0.12	0.12	0.12	0.12
seq_1059	1.00	0.99	0.77	0.71	0.56	0.56	0.14
seq_2896	1.00	0.82	0.82	0.38	0.32	0.32	0.15
seq_2898	1.00	0.92	0.02	0.02	0.01	0.01	0.01
seq_2960	1.00	0.98	0.23	0.12	0.10	0.09	0.08
seq_3232	1.00	0.96	0.13	0.06	0.06	0.06	0.06
seq_3004	1.00	0.45	0.01	0.01	0.01	0.01	0.01
seq_1938	1.00	0.95	0.41	0.28	0.28	0.17	0.17
seq_1253	1.00	0.98	0.21	0.20	0.20	0.20	0.20
seq_1476	1.00	1.00	0.58	0.28	0.12	0.05	0.05
seq_2904	1.00	1.00	1.00	1.00	1.00	1.00	0.94
seq_2901	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_3148	1.00	1.00	0.19	0.12	0.12	0.12	0.08
seq_2905	1.00	0.66	0.58	0.27	0.02	0.01	0.01
seq_1140	1.00	0.75	0.34	0.13	0.12	0.12	0.12
seq_0930	0	NA	NA	NA	NA	NA	NA
seq_2908	1.00	0.03	0.01	0.01	0.01	0.01	0.01
seq_0934	0	NA	NA	NA	NA	NA	NA
seq_2910	1.00	0.60	0.60	0.29	0.18	0.15	0.15
seq_2911	1.00	1.00	0.88	0.80	0.47	0.10	0.10
seq_0935	1.00	0.98	0.09	0.07	0.07	0.07	0.03
seq_2913	1.00	0.83	0.15	0.04	0.04	0.04	0.01
seq_2918	1.00	0.94	0.94	0.28	0.28	0.26	0.08
seq_2915	1.00	0.63	0.48	0.19	0.04	0.01	0.01
seq_0943	1.00	0.99	0.99	0.74	0.16	0.04	0.04
seq_0947	1.00	0.43	0.28	0.13	0.10	0.02	0.02
seq_2923	0	NA	NA	NA	NA	NA	NA
seq_1748	1.00	0.99	0.22	0.11	0.11	0.11	0.11
seq_1599	1.00	1.00	0.19	0.08	0.04	0.04	0.04
seq_2921	1.00	1.00	1.00	1.00	1.00	0.61	0.56
seq_1083	1.00	0.95	0.95	0.95	0.95	0.95	0.95
seq_1213	1.00	1.00	0.92	0.23	0.23	0.23	0.01
seq_2929	0	NA	NA	NA	NA	NA	NA
seq_2924	1.00	0.35	0.29	0.07	0.02	0.01	0.01
seq_2927	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_2930	1.00	0.99	0.78	0.54	0.26	0.26	0.23
seq_2931	1.00	0.70	0.64	0.25	0.03	0.01	0.01
seq_3066	1.00	0.71	0.04	0.03	0.03	0.03	0.03
seq_2001	1.00	0.97	0.52	0.16	0.16	0.11	0.11
seq_2934	0	NA	NA	NA	NA	NA	NA
seq_0958	1.00	0.72	0.72	0.62	0.33	0.33	0.20
seq_2933	1.00	0.84	0.49	0.40	0.18	0.09	0.07
seq_1053	1.00	1.00	0.97	0.64	0.05	0.05	0.05
seq_2935	1.00	0.84	0.52	0.29	0.17	0.06	0.03
seq_2936	1.00	0.98	0.59	0.55	0.34	0.08	0.07
seq_1946	1.00	0.85	0.85	0.71	0.08	0.01	0.01
seq_0966	1.00	0.35	0.08	0.06	0.06	0.06	0.06
seq_0967	1.00	0.74	0.74	0.14	0.14	0.13	0.01
seq_0973	0	NA	NA	NA	NA	NA	NA
seq_2939	1.00	0.95	0.25	0.08	0.08	0.08	0.04
seq_2942	1.00	0.98	0.16	0.15	0.15	0.15	0.15
seq_0999	1.00	0.18	0.07	0.07	0.07	0.01	0.01
seq_2943	1.00	1.00	1.00	1.00	0.93	0.93	0.21
seq_3420	0	NA	NA	NA	NA	NA	NA
seq_0695	1.00	0.93	0.15	0.08	0.04	0.04	0.04
seq_1111	1.00	0.98	0.24	0.17	0.15	0.12	0.09
seq_1501	1.00	0.99	0.24	0.19	0.04	0.02	0.02
seq_2944	1.00	0.93	0.22	0.17	0.16	0.07	0.03
seq_1572	1.00	0.93	0.32	0.25	0.02	0.02	0.01
seq_3196	1.00	0.99	0.17	0.09	0.09	0.09	0.07
seq_2947	1.00	0.92	0.55	0.55	0.55	0.55	0.55
seq_2949	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0984	1.00	1.00	0.94	0.80	0.61	0.61	0.31
seq_3353	1.00	0.99	0.81	0.31	0.31	0.31	0.23
seq_2952	1.00	0.55	0.18	0.18	0.18	0.14	0.14
seq_0992	1.00	0.85	0.20	0.12	0.12	0.09	0.08
seq_3487	1.00	0.98	0.43	0.27	0.06	0.04	0.04
seq_1099	1.00	0.91	0.25	0.02	0.01	0.01	0.01
seq_2959	0	NA	NA	NA	NA	NA	NA
seq_2958	1.00	0.66	0.40	0.16	0.14	0.14	0.02
seq_2957	1.00	0.98	0.53	0.06	0.04	0.04	0.04
seq_2986	1.00	0.99	0.25	0.11	0.04	0.03	0.03
seq_2961	1.00	0.33	0.33	0.01	0.01	0.01	0.01
seq_2963	1.00	0.99	0.28	0.11	0.08	0.03	0.03
seq_1002	1.00	1.00	0.10	0.10	0.10	0.10	0.10
seq_1003	0	NA	NA	NA	NA	NA	NA
seq_2995	1.00	0.96	0.30	0.05	0.03	0.03	0.03
seq_1628	1.00	0.92	0.59	0.33	0.18	0.16	0.15
seq_3149	1.00	0.05	0.04	0.01	0.01	0.01	0.01
seq_1016	0	NA	NA	NA	NA	NA	NA
seq_1005	0	NA	NA	NA	NA	NA	NA
seq_2965	0	NA	NA	NA	NA	NA	NA
seq_1402	1.00	0.08	0.08	0.04	0.04	0.01	0.01
seq_1224	1.00	1.00	1.00	1.00	1.00	0.99	0.67
seq_2968	1.00	0.91	0.12	0.07	0.05	0.05	0.02
seq_1825	1.00	0.98	0.26	0.10	0.10	0.10	0.07
seq_1004	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1009	1.00	0.95	0.28	0.26	0.25	0.25	0.25
seq_3492	0	NA	NA	NA	NA	NA	NA
seq_2977	1.00	0.79	0.79	0.33	0.07	0.07	0.06
seq_2974	1.00	0.99	0.15	0.09	0.09	0.09	0.09
seq_2973	1.00	0.42	0.42	0.08	0.05	0.05	0.05
seq_1012	1.00	0.99	0.98	0.52	0.52	0.52	0.14
seq_1843	0	NA	NA	NA	NA	NA	NA
seq_1231	1.00	0.96	0.27	0.13	0.13	0.13	0.09
seq_1112	1.00	0.83	0.29	0.15	0.05	0.05	0.04
seq_2980	1.00	0.11	0.11	0.02	0.02	0.02	0.02
seq_2985	0	NA	NA	NA	NA	NA	NA
seq_1018	1.00	0.04	0.01	0.01	0.01	0.01	0.01
seq_1090	1.00	0.96	0.96	0.33	0.09	0.09	0.04
seq_1121	1.00	0.98	0.38	0.36	0.07	0.07	0.07
seq_3218	0	NA	NA	NA	NA	NA	NA
seq_2988	0	NA	NA	NA	NA	NA	NA
seq_2987	1.00	0.99	0.29	0.18	0.18	0.18	0.18
seq_1127	1.00	0.91	0.08	0.05	0.01	0.01	0.01
seq_1188	1.00	0.70	0.31	0.28	0.28	0.28	0.18
seq_2993	1.00	1.00	0.92	0.59	0.57	0.57	0.34
seq_0757	1.00	1.00	0.99	0.48	0.48	0.48	0.23
seq_2990	1.00	1.00	1.00	0.43	0.43	0.43	0.03
seq_2998	1.00	0.99	0.59	0.39	0.21	0.21	0.21
seq_2999	1.00	0.29	0.23	0.01	0.01	0.01	0.01
seq_3000	1.00	0.55	0.42	0.29	0.05	0.01	0.01
seq_3259	1.00	0.97	0.58	0.58	0.58	0.58	0.52
seq_3224	1.00	0.93	0.19	0.04	0.04	0.04	0.03
seq_3002	1.00	0.70	0.64	0.14	0.01	0.01	0.01
seq_1037	1.00	0.66	0.66	0.06	0.01	0.01	0.01
seq_1415	0	NA	NA	NA	NA	NA	NA
seq_1088	1.00	0.77	0.42	0.37	0.29	0.24	0.01
seq_1065	1.00	0.49	0.13	0.07	0.01	0.01	0.01
seq_3005	1.00	0.99	0.61	0.54	0.51	0.51	0.51
seq_3007	1.00	0.90	0.36	0.20	0.20	0.20	0.20
seq_1043	1.00	0.34	0.34	0.08	0.07	0.01	0.01
seq_3008	1.00	1.00	1.00	0.92	0.84	0.49	0.48
seq_3009	1.00	0.82	0.59	0.43	0.40	0.40	0.40
seq_1809	1.00	0.38	0.31	0.31	0.31	0.31	0.31
seq_3010	1.00	0.88	0.66	0.29	0.13	0.13	0.13
seq_3011	1.00	0.99	0.05	0.04	0.04	0.04	0.04
seq_1531	1.00	0.85	0.19	0.08	0.08	0.08	0.08
seq_3013	1.00	0.94	0.49	0.12	0.05	0.05	0.05
seq_3014	1.00	0.96	0.08	0.06	0.04	0.04	0.03
seq_3015	1.00	0.97	0.40	0.10	0.04	0.03	0.03
seq_3017	1.00	0.91	0.17	0.02	0.02	0.02	0.02
seq_1156	0	NA	NA	NA	NA	NA	NA
seq_3018	1.00	0.53	0.42	0.03	0.01	0.01	0.01
seq_3016	1.00	0.53	0.53	0.10	0.08	0.04	0.04
seq_3021	1.00	0.76	0.47	0.42	0.26	0.11	0.08
seq_3430	1.00	0.38	0.34	0.15	0.04	0.04	0.02
seq_3576	1.00	0.79	0.24	0.18	0.18	0.04	0.03
seq_1175	1.00	0.78	0.33	0.28	0.19	0.16	0.16
seq_3023	1.00	0.60	0.60	0.11	0.11	0.07	0.07
seq_1251	1.00	0.88	0.88	0.50	0.48	0.30	0.30
seq_3192	1.00	0.81	0.81	0.15	0.11	0.05	0.05
seq_0910	1.00	0.82	0.77	0.39	0.06	0.06	0.06
seq_1052	1.00	0.99	0.16	0.10	0.10	0.10	0.10
seq_3025	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_3026	1.00	0.99	0.57	0.12	0.12	0.12	0.12
seq_3027	1.00	0.85	0.38	0.31	0.01	0.01	0.01
seq_3028	1.00	0.98	0.71	0.15	0.15	0.15	0.02
seq_1240	1.00	0.72	0.71	0.71	0.71	0.71	0.51
seq_3029	1.00	0.97	0.42	0.39	0.09	0.09	0.09
seq_1348	1.00	0.93	0.20	0.12	0.09	0.09	0.09
seq_1770	1.00	0.98	0.48	0.11	0.08	0.08	0.05
seq_3031	1.00	1.00	1.00	1.00	1.00	1.00	0.98
seq_3032	1.00	0.80	0.13	0.06	0.06	0.06	0.06
seq_1613	1.00	0.81	0.78	0.17	0.01	0.01	0.01
seq_3035	1.00	0.93	0.86	0.86	0.86	0.45	0.23
seq_3034	1.00	0.48	0.45	0.06	0.03	0.02	0.02
seq_3586	1.00	0.40	0.40	0.06	0.04	0.04	0.02
seq_1085	1.00	1.00	0.79	0.49	0.37	0.37	0.16
seq_1236	1.00	0.93	0.93	0.43	0.42	0.34	0.14
seq_3039	1.00	0.98	0.41	0.27	0.10	0.08	0.03
seq_3040	1.00	0.88	0.27	0.04	0.04	0.04	0.01
seq_1058	1.00	0.99	0.98	0.98	0.98	0.50	0.02
seq_3041	1.00	0.86	0.78	0.38	0.03	0.01	0.01
seq_3042	1.00	1.00	0.54	0.39	0.39	0.39	0.39
seq_3043	0	NA	NA	NA	NA	NA	NA
seq_1182	1.00	0.89	0.43	0.12	0.08	0.05	0.05
seq_3116	1.00	0.96	0.57	0.50	0.28	0.20	0.12
seq_0933	1.00	0.98	0.76	0.11	0.11	0.03	0.03
seq_3044	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_0813	1.00	1.00	0.49	0.44	0.43	0.43	0.43
seq_1646	1.00	0.90	0.13	0.02	0.02	0.02	0.02
seq_1390	1.00	0.58	0.46	0.20	0.05	0.01	0.01
seq_3052	0	NA	NA	NA	NA	NA	NA
seq_3338	0	NA	NA	NA	NA	NA	NA
