seq	kingdom	phylum	class	order	family	genus	species
seq_6760	1.00	0.99	0.90	0.83	0.72	0.44	0.44
seq_6758	1.00	0.08	0.08	0.01	0.01	0.01	0.01
seq_6762	1.00	0.30	0.29	0.07	0.06	0.06	0.06
seq_6759	1.00	0.99	0.99	0.99	0.93	0.93	0.93
seq_6763	1.00	0.41	0.41	0.02	0.01	0.01	0.01
seq_6765	1.00	0.66	0.66	0.10	0.06	0.04	0.01
seq_6764	1.00	0.76	0.76	0.26	0.15	0.15	0.10
seq_6766	1.00	0.93	0.33	0.25	0.17	0.16	0.16
seq_6768	1.00	1.00	1.00	1.00	1.00	1.00	0.47
seq_6767	1.00	0.06	0.06	0.03	0.01	0.01	0.01
seq_6769	1.00	0.80	0.73	0.20	0.02	0.02	0.02
seq_6770	1.00	0.78	0.17	0.05	0.04	0.04	0.01
seq_6773	1.00	0.95	0.92	0.76	0.50	0.05	0.05
seq_6771	1.00	1.00	1.00	1.00	1.00	1.00	0.95
seq_6772	1.00	0.72	0.71	0.62	0.31	0.31	0.15
seq_6775	1.00	0.39	0.38	0.07	0.07	0.07	0.04
seq_6776	1.00	0.97	0.88	0.20	0.15	0.14	0.14
seq_6774	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_6778	1.00	0.13	0.13	0.04	0.01	0.01	0.01
seq_6777	1.00	0.56	0.56	0.45	0.22	0.22	0.14
seq_6779	1.00	1.00	0.65	0.61	0.39	0.39	0.39
seq_6780	1.00	0.35	0.32	0.19	0.01	0.01	0.01
seq_6781	1.00	0.45	0.41	0.11	0.01	0.01	0.01
seq_6788	1.00	0.95	0.48	0.34	0.34	0.34	0.34
seq_6784	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_6787	1.00	0.96	0.83	0.81	0.47	0.23	0.23
seq_6789	1.00	0.84	0.03	0.02	0.02	0.02	0.02
seq_6783	1.00	1.00	1.00	1.00	1.00	0.51	0.51
seq_6790	1.00	0.13	0.13	0.12	0.04	0.04	0.04
seq_6791	0	NA	NA	NA	NA	NA	NA
seq_6796	0	NA	NA	NA	NA	NA	NA
seq_6792	1.00	0.55	0.25	0.24	0.07	0.01	0.01
seq_6795	1.00	0.98	0.98	0.79	0.10	0.10	0.09
seq_6794	1.00	0.59	0.59	0.29	0.11	0.11	0.07
seq_6793	1.00	0.10	0.10	0.10	0.10	0.10	0.10
seq_6797	1.00	0.78	0.07	0.07	0.05	0.05	0.04
seq_6798	1.00	0.88	0.25	0.14	0.14	0.14	0.13
seq_6801	1.00	0.82	0.28	0.20	0.20	0.20	0.20
seq_6800	1.00	0.37	0.37	0.13	0.03	0.03	0.03
seq_6805	1.00	0.90	0.57	0.51	0.03	0.01	0.01
seq_6803	1.00	0.85	0.85	0.28	0.25	0.19	0.18
seq_6802	1.00	0.95	0.57	0.23	0.21	0.21	0.14
seq_6804	1.00	0.61	0.54	0.28	0.05	0.02	0.01
seq_6806	1.00	0.46	0.43	0.06	0.03	0.02	0.02
seq_6799	1.00	1.00	1.00	1.00	1.00	1.00	0.99
seq_6807	1.00	0.96	0.65	0.27	0.27	0.27	0.27
seq_6809	1.00	0.95	0.83	0.11	0.03	0.03	0.02
seq_6808	1.00	0.03	0.03	0.03	0.03	0.03	0.01
seq_6811	1.00	0.71	0.08	0.05	0.05	0.05	0.05
seq_6810	1.00	0.86	0.86	0.49	0.47	0.10	0.01
seq_6812	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_6814	0	NA	NA	NA	NA	NA	NA
seq_6815	1.00	0.93	0.76	0.29	0.28	0.28	0.28
seq_6816	1.00	0.79	0.42	0.36	0.12	0.10	0.10
seq_6817	1.00	0.98	0.89	0.54	0.08	0.08	0.08
seq_6820	0	NA	NA	NA	NA	NA	NA
seq_6821	1.00	0.97	0.15	0.12	0.11	0.11	0.11
seq_6819	1.00	0.84	0.84	0.33	0.20	0.20	0.17
seq_6822	1.00	0.88	0.22	0.10	0.10	0.10	0.10
seq_6823	1.00	0.94	0.61	0.11	0.11	0.11	0.11
seq_6825	1.00	0.14	0.13	0.03	0.01	0.01	0.01
seq_6827	1.00	0.87	0.28	0.16	0.16	0.16	0.16
seq_6824	1.00	0.10	0.01	0.01	0.01	0.01	0.01
seq_6828	1.00	0.88	0.16	0.08	0.07	0.07	0.07
seq_6826	1.00	0.94	0.72	0.58	0.41	0.09	0.09
seq_6829	1.00	0.21	0.21	0.04	0.03	0.01	0.01
seq_6830	1.00	1.00	1.00	1.00	1.00	1.00	0.93
seq_6831	1.00	0.82	0.75	0.25	0.04	0.03	0.01
seq_6833	0	NA	NA	NA	NA	NA	NA
seq_6834	1.00	0.06	0.06	0.01	0.01	0.01	0.01
seq_6836	1.00	1.00	0.79	0.44	0.44	0.44	0.03
seq_6835	1.00	0.56	0.47	0.24	0.09	0.01	0.01
seq_6837	1.00	0.69	0.69	0.30	0.08	0.08	0.04
seq_6839	1.00	0.67	0.67	0.05	0.03	0.01	0.01
seq_6838	1.00	0.31	0.30	0.17	0.17	0.17	0.17
seq_6841	1.00	0.93	0.68	0.37	0.09	0.09	0.09
seq_6840	1.00	0.13	0.13	0.09	0.03	0.03	0.03
seq_6842	1.00	0.04	0.04	0.04	0.02	0.02	0.02
seq_6844	1.00	0.03	0.03	0.03	0.03	0.03	0.03
seq_6845	1.00	0.41	0.41	0.10	0.03	0.03	0.01
seq_6843	1.00	0.86	0.79	0.25	0.01	0.01	0.01
seq_6846	1.00	0.78	0.29	0.03	0.03	0.03	0.03
seq_6847	1.00	0.99	0.96	0.94	0.73	0.58	0.58
seq_6849	1.00	0.96	0.66	0.60	0.60	0.60	0.15
seq_6848	1.00	0.68	0.31	0.17	0.12	0.02	0.02
seq_6850	1.00	0.86	0.27	0.04	0.04	0.04	0.04
seq_6853	1.00	0.99	0.95	0.63	0.32	0.28	0.28
seq_6854	1.00	0.96	0.96	0.69	0.32	0.32	0.03
seq_6856	1.00	1.00	1.00	1.00	1.00	0.94	0.92
seq_6851	1.00	0.96	0.96	0.72	0.05	0.05	0.05
seq_6860	0	NA	NA	NA	NA	NA	NA
seq_6857	1.00	0.57	0.26	0.21	0.05	0.02	0.02
seq_6858	1.00	0.65	0.32	0.21	0.11	0.11	0.11
seq_6862	1.00	0.99	0.77	0.47	0.38	0.38	0.08
seq_6861	1.00	1.00	1.00	1.00	1.00	0.99	0.99
seq_6863	1.00	1.00	0.99	0.72	0.69	0.69	0.40
seq_6865	1.00	1.00	0.86	0.69	0.44	0.23	0.23
seq_6867	1.00	0.68	0.26	0.20	0.20	0.19	0.19
seq_6869	1.00	0.95	0.60	0.60	0.57	0.38	0.13
seq_6868	1.00	0.93	0.35	0.18	0.09	0.09	0.09
seq_6866	1.00	0.99	0.21	0.20	0.10	0.01	0.01
seq_6870	1.00	0.87	0.52	0.06	0.06	0.01	0.01
seq_6871	1.00	1.00	0.95	0.58	0.58	0.58	0.58
seq_6872	1.00	0.84	0.38	0.20	0.02	0.02	0.02
seq_2081	1.00	0.93	0.14	0.11	0.10	0.03	0.01
seq_2121	0	NA	NA	NA	NA	NA	NA
seq_2123	1.00	0.90	0.30	0.12	0.08	0.03	0.01
seq_2122	1.00	0.88	0.88	0.76	0.55	0.49	0.49
seq_2124	1.00	0.46	0.44	0.08	0.03	0.01	0.01
seq_2125	1.00	0.74	0.74	0.31	0.26	0.26	0.26
seq_6873	1.00	0.36	0.36	0.12	0.02	0.02	0.01
seq_6875	1.00	0.83	0.28	0.16	0.13	0.13	0.12
seq_6877	1.00	0.96	0.69	0.32	0.25	0.22	0.04
seq_6878	1.00	1.00	0.98	0.98	0.98	0.98	0.74
seq_6876	1.00	0.20	0.17	0.17	0.17	0.17	0.17
seq_6879	1.00	0.90	0.25	0.02	0.02	0.02	0.01
seq_6880	1.00	0.78	0.78	0.11	0.05	0.04	0.04
seq_6883	1.00	0.90	0.45	0.13	0.13	0.13	0.13
seq_6881	1.00	0.60	0.47	0.11	0.04	0.03	0.03
seq_6884	1.00	0.99	0.99	0.98	0.97	0.97	0.40
seq_6885	1.00	0.85	0.13	0.10	0.09	0.04	0.04
seq_6886	1.00	0.87	0.06	0.03	0.03	0.03	0.02
seq_6887	1.00	0.72	0.72	0.46	0.10	0.10	0.05
seq_6888	1.00	0.84	0.09	0.05	0.05	0.05	0.02
